"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","VEG_FLDSPCD","UNIQUE_SP_NBR","VEG_SPCD","COVER_PCT","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"31298578020004","222444805010661",2011,39,3,67,2072,3,2,"ROPS",1,"ROPS",10,"",2012-03-19,"20004","",,"",6,5
"31298598020004","222444813010661",2011,39,3,59,5447,1,2,"ELUM",1,"ELUM",3,"",2012-03-19,"20004","",,"",6,5
"31298599020004","222444813010661",2011,39,3,59,5447,2,3,"ELUM",1,"ELUM",2,"",2012-03-19,"20004","",,"",6,5
"31298600020004","222444813010661",2011,39,3,59,5447,4,2,"ELUM",1,"ELUM",1,"",2012-03-19,"20004","",,"",6,5
"31298601020004","222444813010661",2011,39,3,59,5447,4,2,"MIVI",1,"MIVI",13,"",2012-03-19,"20004","",,"",6,5
"31298602020004","222444813010661",2011,39,3,59,5447,1,2,"ROMU",1,"ROMU",45,"",2012-03-19,"20004","",,"",6,5
"31298603020004","222444813010661",2011,39,3,59,5447,2,3,"ROMU",1,"ROMU",75,"",2012-03-19,"20004","",,"",6,5
"31298604020004","222444813010661",2011,39,3,59,5447,4,2,"ROMU",1,"ROMU",65,"",2012-03-19,"20004","",,"",6,5
"31296349020004","222443859010661",2011,39,5,61,2287,1,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31296350020004","222443859010661",2011,39,5,61,2287,2,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31296351020004","222443859010661",2011,39,5,61,2287,4,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31296352020004","222443859010661",2011,39,5,61,2287,1,1,"CEOR7",1,"CEOR7",1,"",2012-03-19,"20004","",,"",6,5
"31296353020004","222443859010661",2011,39,5,61,2287,2,1,"CEOR7",1,"CEOR7",1,"",2012-03-19,"20004","",,"",6,5
"31296354020004","222443859010661",2011,39,5,61,2287,4,1,"CEOR7",1,"CEOR7",1,"",2012-03-19,"20004","",,"",6,5
"31296355020004","222443859010661",2011,39,5,61,2287,1,1,"LIVU",1,"LIVU",3,"",2012-03-19,"20004","",,"",6,5
"31296356020004","222443859010661",2011,39,5,61,2287,2,1,"LIVU",1,"LIVU",1,"",2012-03-19,"20004","",,"",6,5
"31296357020004","222443859010661",2011,39,5,61,2287,4,1,"LIVU",1,"LIVU",2,"",2012-03-19,"20004","",,"",6,5
"31296358020004","222443859010661",2011,39,5,61,2287,1,1,"LOMA6",1,"LOMA6",80,"",2012-03-19,"20004","",,"",6,5
"31296359020004","222443859010661",2011,39,5,61,2287,2,1,"LOMA6",1,"LOMA6",55,"",2012-03-19,"20004","",,"",6,5
"31296360020004","222443859010661",2011,39,5,61,2287,4,1,"LOMA6",1,"LOMA6",25,"",2012-03-19,"20004","",,"",6,5
"31296361020004","222443859010661",2011,39,5,61,2287,1,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31296362020004","222443859010661",2011,39,5,61,2287,2,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31296363020004","222443859010661",2011,39,5,61,2287,4,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31298629020004","222444825010661",2011,39,4,7,4589,1,1,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31298630020004","222444825010661",2011,39,4,7,4589,2,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31298631020004","222444825010661",2011,39,4,7,4589,3,1,"ROMU",1,"ROMU",30,"",2012-03-19,"20004","",,"",6,5
"31298656020004","222444837010661",2011,39,2,105,2390,1,1,"AIAL",1,"AIAL",2,"",2012-03-19,"20004","",,"",6,5
"31298657020004","222444837010661",2011,39,2,105,2390,3,1,"AIAL",1,"AIAL",2,"",2012-03-19,"20004","",,"",6,5
"31298658020004","222444837010661",2011,39,2,105,2390,3,1,"LIVU",1,"LIVU",1,"",2012-03-19,"20004","",,"",6,5
"31298659020004","222444837010661",2011,39,2,105,2390,1,1,"LOJA",1,"LOJA",30,"",2012-03-19,"20004","",,"",6,5
"31298660020004","222444837010661",2011,39,2,105,2390,2,1,"LOJA",1,"LOJA",35,"",2012-03-19,"20004","",,"",6,5
"31298661020004","222444837010661",2011,39,2,105,2390,3,1,"LOJA",1,"LOJA",55,"",2012-03-19,"20004","",,"",6,5
"31298662020004","222444837010661",2011,39,2,105,2390,4,1,"LOJA",1,"LOJA",15,"",2012-03-19,"20004","",,"",6,5
"31298663020004","222444837010661",2011,39,2,105,2390,2,1,"MIVI",1,"MIVI",7,"",2012-03-19,"20004","",,"",6,5
"31298664020004","222444837010661",2011,39,2,105,2390,1,1,"ROMU",1,"ROMU",15,"",2012-03-19,"20004","",,"",6,5
"31298665020004","222444837010661",2011,39,2,105,2390,2,1,"ROMU",1,"ROMU",5,"",2012-03-19,"20004","",,"",6,5
"31298666020004","222444837010661",2011,39,2,105,2390,3,1,"ROMU",1,"ROMU",45,"",2012-03-19,"20004","",,"",6,5
"31298667020004","222444837010661",2011,39,2,105,2390,4,1,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31298668020004","222444837010661",2011,39,2,105,2390,1,1,"ROPS",1,"ROPS",1,"",2012-03-19,"20004","",,"",6,5
"222859869010661","109828093010661",2008,39,1,145,2227,2,2,"LOJA",1,"LOJA",65,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859868010661","109828093010661",2008,39,1,145,2227,1,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859872010661","109828093010661",2008,39,1,145,2227,2,2,"ROMU",1,"ROMU",8,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859875010661","109828093010661",2008,39,1,145,2227,2,2,"ROPS",1,"ROPS",55,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859863010661","109828093010661",2008,39,1,145,2227,3,1,"ALPE4",1,"ALPE4",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859867010661","109828093010661",2008,39,1,145,2227,3,1,"LIVU",1,"LIVU",6,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859870010661","109828093010661",2008,39,1,145,2227,3,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859873010661","109828093010661",2008,39,1,145,2227,3,1,"ROMU",1,"ROMU",4,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859876010661","109828093010661",2008,39,1,145,2227,3,1,"ROPS",1,"ROPS",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859864010661","109828093010661",2008,39,1,145,2227,4,1,"ALPE4",1,"ALPE4",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859561010661","109827731010661",2008,39,4,7,1412,2,2,"LOBE",1,"LOBE",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859877010661","109827781010661",2008,39,4,151,5422,2,1,"ALPE4",1,"ALPE4",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859878010661","109827781010661",2008,39,4,151,5422,2,1,"BETH",1,"BETH",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859879010661","109827781010661",2008,39,4,151,5422,2,1,"ROMU",1,"ROMU",30,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859880010661","109827781010661",2008,39,4,151,5422,4,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859687010661","109828767010661",2008,39,6,63,1029,1,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859688010661","109828767010661",2008,39,6,63,1029,4,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859815010661","109828057010661",2008,39,2,127,1664,2,1,"ROPS",1,"ROPS",4,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859543010661","109828431010661",2008,39,1,1,3841,1,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859539010661","109828431010661",2008,39,1,1,3841,2,1,"ELUM",1,"ELUM",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859540010661","109828431010661",2008,39,1,1,3841,3,1,"ELUM",1,"ELUM",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859541010661","109828431010661",2008,39,1,1,3841,3,1,"FRAL4",1,"FRAL4",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859542010661","109828431010661",2008,39,1,1,3841,3,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859544010661","109828431010661",2008,39,1,1,3841,3,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859545010661","109828431010661",2008,39,1,1,3841,4,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859757010661","109827841010661",2008,39,2,105,2981,1,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859758010661","109827841010661",2008,39,2,105,2981,1,1,"LOJA",1,"LOJA",6,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859761010661","109827841010661",2008,39,2,105,2981,1,1,"LOMA6",1,"LOMA6",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859764010661","109827841010661",2008,39,2,105,2981,1,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859762010661","109827841010661",2008,39,2,105,2981,2,1,"LOMA6",1,"LOMA6",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859765010661","109827841010661",2008,39,2,105,2981,2,1,"ROMU",1,"ROMU",20,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859759010661","109827841010661",2008,39,2,105,2981,3,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859763010661","109827841010661",2008,39,2,105,2981,3,1,"LOMA6",1,"LOMA6",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859766010661","109827841010661",2008,39,2,105,2981,3,1,"ROMU",1,"ROMU",8,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859760010661","109827841010661",2008,39,2,105,2981,4,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"248649071010661","168995405010661",2010,39,3,75,1717,3,2,"ROMU",1,"ROMU",65,"",2011-05-12,"10661","",,"",6,4
"248649072010661","168995405010661",2010,39,3,75,1717,4,1,"ROMU",1,"ROMU",78,"",2011-05-12,"10661","",,"",6,4
"248648961010661","168995097010661",2010,39,1,53,3579,1,1,"ELAN",1,"ELAN",6,"",2011-05-12,"10661","",,"",6,4
"248648962010661","168995097010661",2010,39,1,53,3579,2,1,"ELAN",1,"ELAN",4,"",2011-05-12,"10661","",,"",6,4
"248648963010661","168995097010661",2010,39,1,53,3579,3,1,"ELAN",1,"ELAN",1,"",2011-05-12,"10661","",,"",6,4
"248648964010661","168995097010661",2010,39,1,53,3579,4,1,"ELAN",1,"ELAN",3,"",2011-05-12,"10661","",,"",6,4
"248648965010661","168995097010661",2010,39,1,53,3579,1,1,"LIVU",1,"LIVU",1,"",2011-05-12,"10661","",,"",6,4
"248648966010661","168995097010661",2010,39,1,53,3579,2,1,"LIVU",1,"LIVU",2,"",2011-05-12,"10661","",,"",6,4
"248648967010661","168995097010661",2010,39,1,53,3579,3,1,"LIVU",1,"LIVU",1,"",2011-05-12,"10661","",,"",6,4
"248648968010661","168995097010661",2010,39,1,53,3579,4,1,"LIVU",1,"LIVU",11,"",2011-05-12,"10661","",,"",6,4
"248648969010661","168995097010661",2010,39,1,53,3579,1,1,"LOJA",1,"LOJA",5,"",2011-05-12,"10661","",,"",6,4
"248648970010661","168995097010661",2010,39,1,53,3579,2,1,"LOJA",1,"LOJA",1,"",2011-05-12,"10661","",,"",6,4
"248648971010661","168995097010661",2010,39,1,53,3579,3,1,"LOJA",1,"LOJA",72,"",2011-05-12,"10661","",,"",6,4
"248648972010661","168995097010661",2010,39,1,53,3579,4,1,"LOJA",1,"LOJA",5,"",2011-05-12,"10661","",,"",6,4
"248648973010661","168995097010661",2010,39,1,53,3579,1,1,"MIVI",1,"MIVI",1,"",2011-05-12,"10661","",,"",6,4
"248648974010661","168995097010661",2010,39,1,53,3579,2,1,"MIVI",1,"MIVI",1,"",2011-05-12,"10661","",,"",6,4
"248648975010661","168995097010661",2010,39,1,53,3579,3,1,"MIVI",1,"MIVI",2,"",2011-05-12,"10661","",,"",6,4
"248648976010661","168995097010661",2010,39,1,53,3579,4,1,"MIVI",1,"MIVI",4,"",2011-05-12,"10661","",,"",6,4
"248648977010661","168995097010661",2010,39,1,53,3579,1,1,"ROMU",1,"ROMU",8,"",2011-05-12,"10661","",,"",6,4
"248648978010661","168995097010661",2010,39,1,53,3579,2,1,"ROMU",1,"ROMU",30,"",2011-05-12,"10661","",,"",6,4
"248648979010661","168995097010661",2010,39,1,53,3579,3,1,"ROMU",1,"ROMU",13,"",2011-05-12,"10661","",,"",6,4
"248648980010661","168995097010661",2010,39,1,53,3579,4,1,"ROMU",1,"ROMU",11,"",2011-05-12,"10661","",,"",6,4
"248648981010661","168995097010661",2010,39,1,53,3579,1,1,"ROPS",1,"ROPS",18,"",2011-05-12,"10661","",,"",6,4
"248648844010661","168995099010661",2010,39,4,7,2059,3,2,"LIVU",1,"LIVU",2,"",2011-05-12,"10661","",,"",6,4
"248648845010661","168995099010661",2010,39,4,7,2059,3,2,"LOBE",1,"LOBE",10,"",2011-05-12,"10661","",,"",6,4
"248648846010661","168995099010661",2010,39,4,7,2059,3,2,"LOJA",1,"LOJA",35,"",2011-05-12,"10661","",,"",6,4
"248648847010661","168995099010661",2010,39,4,7,2059,4,2,"PHAU7",1,"PHAU7",2,"",2011-05-12,"10661","",,"",6,4
"248648848010661","168995099010661",2010,39,4,7,2059,3,2,"ROMU",1,"ROMU",10,"",2011-05-12,"10661","",,"",6,4
"248649275010661","168995085010661",2010,39,2,167,3693,3,1,"ELUM",1,"ELUM",1,"",2011-05-12,"10661","",,"",6,4
"248649276010661","168995085010661",2010,39,2,167,3693,4,1,"ELUM",1,"ELUM",15,"",2011-05-12,"10661","",,"",6,4
"248649277010661","168995085010661",2010,39,2,167,3693,1,1,"LOJA",1,"LOJA",18,"",2011-05-12,"10661","",,"",6,4
"248649278010661","168995085010661",2010,39,2,167,3693,2,1,"LOJA",1,"LOJA",30,"",2011-05-12,"10661","",,"",6,4
"248649279010661","168995085010661",2010,39,2,167,3693,3,1,"LOJA",1,"LOJA",10,"",2011-05-12,"10661","",,"",6,4
"248649280010661","168995085010661",2010,39,2,167,3693,4,1,"LOJA",1,"LOJA",25,"",2011-05-12,"10661","",,"",6,4
"248649281010661","168995085010661",2010,39,2,167,3693,1,1,"ROMU",1,"ROMU",7,"",2011-05-12,"10661","",,"",6,4
"248649282010661","168995085010661",2010,39,2,167,3693,2,1,"ROMU",1,"ROMU",3,"",2011-05-12,"10661","",,"",6,4
"248649283010661","168995085010661",2010,39,2,167,3693,3,1,"ROMU",1,"ROMU",30,"",2011-05-12,"10661","",,"",6,4
"248649284010661","168995085010661",2010,39,2,167,3693,4,1,"ROMU",1,"ROMU",10,"",2011-05-12,"10661","",,"",6,4
"248648873010661","168994967010661",2010,39,3,13,986,2,1,"ROMU",1,"ROMU",1,"",2011-05-12,"10661","",,"",6,4
"248648874010661","168994967010661",2010,39,3,13,986,3,1,"ROMU",1,"ROMU",1,"",2011-05-12,"10661","",,"",6,4
"248648875010661","168994967010661",2010,39,3,13,986,4,1,"ROMU",1,"ROMU",4,"",2011-05-12,"10661","",,"",6,4
"248649196010661","168995073010661",2010,39,3,119,1829,4,2,"ROPS",1,"ROPS",1,"",2011-05-12,"10661","",,"",6,4
"31298700020004","222444851010661",2011,39,3,121,4839,3,2,"LYNU",1,"LYNU",15,"",2012-03-19,"20004","",,"",6,5
"31298701020004","222444851010661",2011,39,3,121,4839,3,2,"ROMU",1,"ROMU",35,"",2012-03-19,"20004","",,"",6,5
"31298706020004","222444853010661",2011,39,3,111,1370,1,1,"AIAL",1,"AIAL",4,"",2012-03-19,"20004","",,"",6,5
"31298707020004","222444853010661",2011,39,3,111,1370,1,1,"ELUM",1,"ELUM",9,"",2012-03-19,"20004","",,"",6,5
"31298708020004","222444853010661",2011,39,3,111,1370,4,1,"MIVI",1,"MIVI",10,"",2012-03-19,"20004","",,"",6,5
"31298709020004","222444853010661",2011,39,3,111,1370,2,1,"ROMU",1,"ROMU",15,"",2012-03-19,"20004","",,"",6,5
"31298710020004","222444853010661",2011,39,3,111,1370,3,1,"ROMU",1,"ROMU",13,"",2012-03-19,"20004","",,"",6,5
"31298711020004","222444853010661",2011,39,3,111,1370,4,1,"ROMU",1,"ROMU",13,"",2012-03-19,"20004","",,"",6,5
"31298797020004","222444893010661",2011,39,3,19,1299,2,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31298798020004","222444893010661",2011,39,3,19,1299,3,1,"ALPE4",1,"ALPE4",2,"",2012-03-19,"20004","",,"",6,5
"31298799020004","222444893010661",2011,39,3,19,1299,4,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31298800020004","222444893010661",2011,39,3,19,1299,4,1,"BETH",1,"BETH",1,"",2012-03-19,"20004","",,"",6,5
"31298801020004","222444893010661",2011,39,3,19,1299,1,1,"ROMU",1,"ROMU",19,"",2012-03-19,"20004","",,"",6,5
"31298802020004","222444893010661",2011,39,3,19,1299,2,1,"ROMU",1,"ROMU",15,"",2012-03-19,"20004","",,"",6,5
"31298803020004","222444893010661",2011,39,3,19,1299,3,1,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31298804020004","222444893010661",2011,39,3,19,1299,4,1,"ROMU",1,"ROMU",3,"",2012-03-19,"20004","",,"",6,5
"31298847020004","222444913010661",2011,39,3,67,1811,2,2,"ELUM",1,"ELUM",1,"",2012-03-19,"20004","",,"",6,5
"31298848020004","222444913010661",2011,39,3,67,1811,3,1,"ELUM",1,"ELUM",15,"",2012-03-19,"20004","",,"",6,5
"31298849020004","222444913010661",2011,39,3,67,1811,4,1,"ELUM",1,"ELUM",3,"",2012-03-19,"20004","",,"",6,5
"31298850020004","222444913010661",2011,39,3,67,1811,1,1,"LOMA6",1,"LOMA6",2,"",2012-03-19,"20004","",,"",6,5
"31298851020004","222444913010661",2011,39,3,67,1811,1,1,"ROMU",1,"ROMU",30,"",2012-03-19,"20004","",,"",6,5
"31298852020004","222444913010661",2011,39,3,67,1811,2,2,"ROMU",1,"ROMU",55,"",2012-03-19,"20004","",,"",6,5
"31298853020004","222444913010661",2011,39,3,67,1811,3,1,"ROMU",1,"ROMU",20,"",2012-03-19,"20004","",,"",6,5
"31298854020004","222444913010661",2011,39,3,67,1811,4,1,"ROMU",1,"ROMU",20,"",2012-03-19,"20004","",,"",6,5
"31298888020004","222444929010661",2011,39,2,167,3819,1,1,"AIAL",1,"AIAL",60,"",2012-03-19,"20004","",,"",6,5
"31298889020004","222444929010661",2011,39,2,167,3819,2,1,"AIAL",1,"AIAL",10,"",2012-03-19,"20004","",,"",6,5
"31298890020004","222444929010661",2011,39,2,167,3819,4,1,"AIAL",1,"AIAL",20,"",2012-03-19,"20004","",,"",6,5
"31298891020004","222444929010661",2011,39,2,167,3819,1,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31298892020004","222444929010661",2011,39,2,167,3819,4,1,"ALPE4",1,"ALPE4",25,"",2012-03-19,"20004","",,"",6,5
"31298893020004","222444929010661",2011,39,2,167,3819,4,1,"LOJA",1,"LOJA",5,"",2012-03-19,"20004","",,"",6,5
"31298894020004","222444929010661",2011,39,2,167,3819,4,1,"LOMA6",1,"LOMA6",3,"",2012-03-19,"20004","",,"",6,5
"31298895020004","222444929010661",2011,39,2,167,3819,1,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31298896020004","222444929010661",2011,39,2,167,3819,2,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31298897020004","222444929010661",2011,39,2,167,3819,3,1,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31298898020004","222444929010661",2011,39,2,167,3819,4,1,"ROMU",1,"ROMU",20,"",2012-03-19,"20004","",,"",6,5
"31298924020004","222444941010661",2011,39,3,81,5074,1,1,"AIAL",1,"AIAL",8,"",2012-03-19,"20004","",,"",6,5
"31298925020004","222444941010661",2011,39,3,81,5074,2,1,"AIAL",1,"AIAL",7,"",2012-03-19,"20004","",,"",6,5
"31298926020004","222444941010661",2011,39,3,81,5074,3,1,"AIAL",1,"AIAL",2,"",2012-03-19,"20004","",,"",6,5
"31298927020004","222444941010661",2011,39,3,81,5074,1,1,"ELUM",1,"ELUM",40,"",2012-03-19,"20004","",,"",6,5
"31298928020004","222444941010661",2011,39,3,81,5074,2,1,"ELUM",1,"ELUM",18,"",2012-03-19,"20004","",,"",6,5
"31298929020004","222444941010661",2011,39,3,81,5074,3,1,"ELUM",1,"ELUM",30,"",2012-03-19,"20004","",,"",6,5
"31298930020004","222444941010661",2011,39,3,81,5074,3,1,"LOJA",1,"LOJA",1,"",2012-03-19,"20004","",,"",6,5
"31298931020004","222444941010661",2011,39,3,81,5074,2,1,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31298932020004","222444941010661",2011,39,3,81,5074,3,1,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31298933020004","222444941010661",2011,39,3,81,5074,1,1,"ROPS",1,"ROPS",7,"",2012-03-19,"20004","",,"",6,5
"31298934020004","222444941010661",2011,39,3,81,5074,2,1,"ROPS",1,"ROPS",2,"",2012-03-19,"20004","",,"",6,5
"31298935020004","222444941010661",2011,39,3,81,5074,3,1,"ROPS",1,"ROPS",1,"",2012-03-19,"20004","",,"",6,5
"31295189020004","222443325010661",2011,39,6,21,2936,1,2,"LOBE",1,"LOBE",3,"",2012-03-19,"20004","",,"",6,5
"31295190020004","222443325010661",2011,39,6,21,2936,1,2,"ROMU",1,"ROMU",2,"",2012-03-19,"20004","",,"",6,5
"31295195020004","222443327010661",2011,39,6,173,3664,2,1,"MIVI",1,"MIVI",1,"",2012-03-19,"20004","",,"",6,5
"31295196020004","222443327010661",2011,39,6,173,3664,3,1,"MIVI",1,"MIVI",11,"",2012-03-19,"20004","",,"",6,5
"31295197020004","222443327010661",2011,39,6,173,3664,1,1,"ROMU",1,"ROMU",4,"",2012-03-19,"20004","",,"",6,5
"31295198020004","222443327010661",2011,39,6,173,3664,3,1,"ROMU",1,"ROMU",5,"",2012-03-19,"20004","",,"",6,5
"31298949020004","222444947010661",2011,39,3,13,5727,1,1,"ALPE4",1,"ALPE4",1,"",2012-03-19,"20004","",,"",6,5
"31298950020004","222444947010661",2011,39,3,13,5727,3,1,"BETH",1,"BETH",1,"",2012-03-19,"20004","",,"",6,5
"31298669020004","222444837010661",2011,39,2,105,2390,3,1,"ROPS",1,"ROPS",2,"",2012-03-19,"20004","",,"",6,5
"31298951020004","222444947010661",2011,39,3,13,5727,3,1,"POSA4",1,"POSA4",3,"",2012-03-19,"20004","",,"",6,5
"31298952020004","222444947010661",2011,39,3,13,5727,2,1,"ROMU",1,"ROMU",1,"",2012-03-19,"20004","",,"",6,5
"31298953020004","222444947010661",2011,39,3,13,5727,3,1,"ROMU",1,"ROMU",6,"",2012-03-19,"20004","",,"",6,5
"31298954020004","222444947010661",2011,39,3,13,5727,2,1,"ROPS",1,"ROPS",7,"",2012-03-19,"20004","",,"",6,5
"31298963020004","222444951010661",2011,39,3,13,3686,1,1,"ALPE4",1,"ALPE4",2,"",2012-03-19,"20004","",,"",6,5
"31298964020004","222444951010661",2011,39,3,13,3686,3,2,"ALPE4",1,"ALPE4",2,"",2012-03-19,"20004","",,"",6,5
"31298965020004","222444951010661",2011,39,3,13,3686,4,1,"ALPE4",1,"ALPE4",4,"",2012-03-19,"20004","",,"",6,5
"31298967020004","222444951010661",2011,39,3,13,3686,1,1,"LOBE",1,"LOBE",4,"",2012-03-19,"20004","",,"",6,5
"31298968020004","222444951010661",2011,39,3,13,3686,3,2,"LOBE",1,"LOBE",2,"",2012-03-19,"20004","",,"",6,5
"31298969020004","222444951010661",2011,39,3,13,3686,4,1,"LOBE",1,"LOBE",2,"",2012-03-19,"20004","",,"",6,5
"31298970020004","222444951010661",2011,39,3,13,3686,1,1,"LOJA",1,"LOJA",1,"",2012-03-19,"20004","",,"",6,5
"225922658010661","144953973010661",2009,39,6,83,3267,2,1,"ROMU",1,"ROMU",7,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922661010661","144953973010661",2009,39,6,83,3267,2,1,"ROPS",1,"ROPS",25,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922655010661","144953973010661",2009,39,6,83,3267,3,1,"BETH",1,"BETH",7,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922657010661","144953973010661",2009,39,6,83,3267,3,1,"LOMA6",1,"LOMA6",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922659010661","144953973010661",2009,39,6,83,3267,3,1,"ROMU",1,"ROMU",5,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922656010661","144953973010661",2009,39,6,83,3267,4,1,"BETH",1,"BETH",2,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922660010661","144953973010661",2009,39,6,83,3267,4,1,"ROMU",1,"ROMU",10,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922760010661","144954021010661",2009,39,1,141,1212,1,1,"ROMU",1,"ROMU",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922762010661","144954021010661",2009,39,1,141,1212,1,1,"ROPS",1,"ROPS",25,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"225922759010661","144954021010661",2009,39,1,141,1212,2,1,"ALPE4",1,"ALPE4",1,"",2010-06-07,"10661","",2012-02-28,"20004",6,3
"222859628010661","109828041010661",2008,39,3,31,4927,1,1,"ROMU",1,"ROMU",75,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859627010661","109828041010661",2008,39,3,31,4927,2,1,"MIVI",1,"MIVI",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
